TIME_BEGIN,TIME_END,PREDICCION
13:23:09,13:23:12,6
13:23:13,13:23:13,3
13:23:14,13:23:14,3
13:23:15,13:23:16,3
13:23:17,13:23:17,3
13:23:18,13:23:18,3
13:23:19,13:23:19,6
13:23:20,13:23:21,3
13:23:22,13:23:28,6
13:23:29,13:23:29,6
13:23:30,13:23:38,6
13:23:39,13:23:39,3
13:23:40,13:23:40,3
13:23:41,13:23:41,3
13:23:42,13:23:42,3
13:23:43,13:23:44,3
13:23:45,13:23:45,3
13:23:46,13:23:47,3
13:23:48,13:23:48,3
13:23:49,13:23:49,3
13:23:50,13:23:51,6
13:23:52,13:23:52,1
13:23:53,13:23:53,1
13:23:54,13:23:55,6
13:23:56,13:23:56,3
13:23:57,13:23:57,6
13:23:58,13:23:58,3
13:23:59,13:23:59,3
13:24:00,13:24:00,1
13:24:01,13:24:01,3
13:24:02,13:24:02,1
13:24:03,13:24:04,3
13:24:05,13:24:05,3
13:24:06,13:24:07,6
13:24:08,13:24:08,6
13:24:09,13:24:10,3
13:24:11,13:24:12,6
13:24:13,13:24:13,6
13:24:14,13:24:14,3
13:24:15,13:24:15,3
13:24:16,13:24:16,1
13:24:17,13:24:17,1
13:24:18,13:24:18,1
13:24:19,13:24:19,1
13:24:20,13:24:20,10
13:24:21,13:24:22,6
13:24:23,13:24:24,6
13:24:25,13:24:25,6
13:24:26,13:24:27,6
13:24:28,13:24:30,6
13:24:31,13:24:31,6
13:24:32,13:24:36,6
13:24:37,13:24:43,6
13:24:44,13:24:44,6
13:24:45,13:24:59,6
13:25:00,13:25:42,1
13:25:43,13:25:43,6
13:25:44,13:25:46,6
13:25:47,13:25:47,6
13:25:48,13:25:48,6
13:25:49,13:25:59,6
13:26:00,13:26:18,1
13:26:19,13:26:21,6
13:26:22,13:26:29,1
13:26:30,13:26:30,6
13:26:31,13:26:32,6
13:26:33,13:26:38,1
13:26:39,13:26:40,6
13:26:41,13:26:43,1
13:26:44,13:26:46,6
13:26:47,13:26:48,6
13:26:49,13:26:49,6
13:26:50,13:26:51,6
13:26:52,13:26:59,6
13:27:00,13:27:04,1
13:27:05,13:27:06,6
13:27:07,13:27:07,6
13:27:08,13:27:08,6
13:27:09,13:27:09,6
13:27:10,13:27:15,6
13:27:16,13:27:17,6
13:27:18,13:27:18,6
13:27:19,13:27:22,6
13:27:23,13:27:23,6
13:27:24,13:27:25,6
13:27:26,13:27:27,6
13:27:28,13:27:30,6
13:27:31,13:27:31,6
13:27:32,13:27:35,6
13:27:36,13:27:37,6
13:27:38,13:27:39,6
13:27:40,13:27:44,6
13:27:45,13:27:46,6
13:27:47,13:27:47,6
13:27:48,13:27:52,6
13:27:53,13:27:56,6
13:27:57,13:27:58,6
13:27:59,13:28:01,6
13:28:02,13:28:04,6
13:28:05,13:28:05,6
13:28:06,13:28:07,1
13:28:08,13:28:10,6
13:28:11,13:28:11,1
13:28:12,13:28:14,6
13:28:15,13:28:17,1
13:28:18,13:28:19,6
13:28:20,13:28:23,1
13:28:24,13:28:27,6
13:28:28,13:28:35,1
13:28:36,13:28:38,6
13:28:39,13:28:39,1
13:28:40,13:28:44,6
13:28:45,13:28:46,6
13:28:47,13:28:47,6
13:28:48,13:28:50,6
13:28:51,13:28:52,1
13:28:53,13:28:59,6
13:29:00,13:29:01,6
13:29:02,13:29:05,6
13:29:06,13:29:06,6
13:29:07,13:29:13,6
13:29:14,13:29:15,6
13:29:16,13:29:18,6
13:29:19,13:29:24,1
13:29:25,13:29:27,6
13:29:28,13:29:29,6
13:29:30,13:29:34,6
13:29:35,13:29:35,6
13:29:36,13:29:36,6
13:29:37,13:29:54,1
13:29:55,13:29:58,6
13:29:59,13:30:12,1
13:30:13,13:30:14,6
13:30:15,13:30:16,1
13:30:17,13:30:18,6
13:30:19,13:30:20,1
13:30:21,13:30:22,6
13:30:23,13:30:25,1
13:30:26,13:30:32,6
13:30:33,13:30:34,6
13:30:35,13:30:35,6
13:30:36,13:30:36,6
13:30:37,13:30:37,6
13:30:38,13:30:39,1
13:30:40,13:30:41,6
13:30:42,13:30:43,1
13:30:44,13:30:51,6
13:30:52,13:30:53,6
13:30:54,13:31:01,6
13:31:02,13:31:05,6
13:31:06,13:31:15,6
13:31:16,13:31:16,6
13:31:17,13:31:17,6
13:31:18,13:31:18,6
13:31:19,13:31:20,6
13:31:21,13:31:21,6
13:31:22,13:31:22,6
13:31:23,13:31:23,6
13:31:24,13:31:24,1
13:31:25,13:31:25,6
13:31:26,13:31:26,6
13:31:27,13:31:29,6
13:31:30,13:31:33,6
13:31:34,13:31:34,6
13:31:35,13:31:35,6
13:31:36,13:31:37,6
13:31:38,13:31:38,6
13:31:39,13:31:42,6
13:31:43,13:31:43,6
13:31:44,13:31:44,1
13:31:45,13:31:45,3
13:31:46,13:31:46,3
13:31:47,13:31:52,1
13:31:53,13:31:59,6
13:32:00,13:32:00,6
13:32:01,13:32:02,6
13:32:03,13:32:03,6
13:32:04,13:32:04,6
13:32:05,13:32:05,1
13:32:06,13:32:08,6
13:32:09,13:32:09,3
13:32:10,13:32:10,6
13:32:11,13:32:11,6
13:32:12,13:32:13,6
13:32:14,13:32:17,3
13:32:18,13:32:19,3
13:32:20,13:32:20,6
13:32:21,13:32:21,6
13:32:22,13:32:22,6
13:32:23,13:32:25,6
13:32:26,13:32:26,3
13:32:27,13:32:30,6
13:32:31,13:32:34,3
13:32:35,13:32:35,3
13:32:36,13:32:37,3
13:32:38,13:32:38,6
13:32:39,13:32:39,1
13:32:40,13:32:41,1
13:32:42,13:32:49,1
13:32:50,13:32:52,6
13:32:53,13:33:00,1
13:33:01,13:33:01,6
13:33:02,13:33:06,1
13:33:07,13:33:09,1
13:33:10,13:33:15,1
13:33:16,13:33:16,6
13:33:17,13:33:17,3
13:33:18,13:33:23,6
13:33:24,13:33:25,1
13:33:26,13:33:27,6
13:33:28,13:33:30,6
13:33:31,13:33:32,1
13:33:33,13:33:33,6
13:33:34,13:33:35,1
13:33:36,13:33:36,6
13:33:37,13:33:39,1
13:33:40,13:33:44,1
13:33:45,13:33:45,1
13:33:46,13:33:46,1
13:33:47,13:33:47,6
13:33:48,13:33:48,1
13:33:49,13:33:49,6
13:33:50,13:33:57,1
13:33:58,13:33:58,6
13:33:59,13:33:59,1
13:34:00,13:34:00,6
13:34:01,13:34:01,1
13:34:02,13:34:02,6
13:34:03,13:34:08,1
13:34:09,13:34:09,6
13:34:10,13:34:10,1
13:34:11,13:34:11,6
13:34:12,13:34:12,1
13:34:13,13:34:13,6
13:34:14,13:34:20,1
13:34:21,13:34:21,6
13:34:22,13:34:23,1
13:34:24,13:34:24,6
13:34:25,13:34:26,1
13:34:27,13:34:27,6
13:34:28,13:34:30,1
13:34:31,13:34:31,6
13:34:32,13:34:37,1
13:34:38,13:34:41,6
13:34:42,13:34:47,6
13:34:48,13:34:52,1
13:34:53,13:34:53,6
13:34:54,13:34:56,1
13:34:57,13:34:57,6
13:34:58,13:34:58,1
13:34:59,13:35:00,6
13:35:01,13:35:03,1
13:35:04,13:35:10,6
13:35:11,13:35:16,1
13:35:17,13:35:23,6
13:35:24,13:35:26,1
13:35:27,13:35:28,1
13:35:29,13:35:32,1
13:35:33,13:35:33,6
13:35:34,13:35:34,1
13:35:35,13:35:36,3
13:35:37,13:35:40,3
13:35:41,13:35:43,3
13:35:44,13:35:45,6
13:35:46,13:35:46,3
13:35:47,13:35:47,3
13:35:48,13:35:50,3
13:35:51,13:35:51,10
13:35:52,13:35:53,10
13:35:54,13:35:54,10
13:35:55,13:35:55,3
13:35:56,13:35:56,3
13:35:57,13:35:58,10
13:35:59,13:35:59,10
13:36:00,13:36:00,10
13:36:01,13:36:01,10
13:36:02,13:36:02,10
13:36:03,13:36:03,3
13:36:04,13:36:05,3
13:36:06,13:36:07,6
13:36:08,13:36:09,6
13:36:10,13:36:15,3
13:36:16,13:36:17,6
13:36:18,13:36:18,6
13:36:19,13:36:20,6
13:36:21,13:36:22,6
13:36:23,13:36:26,6
13:36:27,13:36:28,6
13:36:29,13:36:30,6
13:36:31,13:36:32,3
13:36:33,13:36:35,3
13:36:36,13:36:36,3
13:36:37,13:36:37,10
13:36:38,13:36:38,10
13:36:39,13:36:39,10
13:36:40,13:36:40,3
13:36:41,13:36:42,3
13:36:43,13:36:43,3
13:36:44,13:36:47,3
13:36:48,13:36:48,6
13:36:49,13:36:49,6
13:36:50,13:36:50,3
13:36:51,13:36:51,1
13:36:52,13:36:52,1
13:36:53,13:36:53,1
13:36:54,13:36:54,6
13:36:55,13:36:55,3
13:36:56,13:36:56,1
13:36:57,13:36:57,3
13:36:58,13:36:58,6
13:36:59,13:37:00,6
13:37:01,13:37:02,6
13:37:03,13:37:03,6
13:37:04,13:37:05,1
13:37:06,13:37:07,1
13:37:08,13:37:08,1
13:37:09,13:37:09,1
13:37:10,13:37:10,17
13:37:11,13:37:11,1
13:37:12,13:37:12,17
13:37:13,13:37:13,17
13:37:14,13:37:14,17
13:37:15,13:37:16,6
13:37:17,13:37:17,6
13:37:18,13:37:18,6
13:37:19,13:37:20,6
13:37:21,13:37:21,6
13:37:22,13:37:22,6
13:37:23,13:37:23,17
13:37:24,13:37:24,6
13:37:25,13:37:27,17
13:37:28,13:37:28,6
13:37:29,13:37:29,17
13:37:30,13:37:30,17
13:37:31,13:37:31,17
13:37:32,13:37:33,17
13:37:34,13:37:34,17
13:37:35,13:37:35,17
13:37:36,13:37:36,17
13:37:37,13:37:38,17
13:37:39,13:37:39,17
13:37:40,13:37:40,17
13:37:41,13:37:43,17
13:37:44,13:37:44,17
13:37:45,13:37:45,17
13:37:46,13:37:48,6
13:37:49,13:37:51,6
13:37:52,13:37:53,17
13:37:54,13:37:55,17
13:37:56,13:37:57,17
13:37:58,13:37:58,17
13:37:59,13:37:59,17
13:38:00,13:38:00,17
13:38:01,13:38:01,17
13:38:02,13:38:02,17
13:38:03,13:38:04,1
13:38:05,13:38:06,17
13:38:07,13:38:07,17
13:38:08,13:38:09,17
13:38:10,13:38:10,6
13:38:11,13:38:11,6
13:38:12,13:38:12,6
13:38:13,13:38:18,6
13:38:19,13:38:19,6
13:38:20,13:38:20,6
13:38:21,13:38:21,6
13:38:22,13:38:22,6
13:38:23,13:38:23,17
13:38:24,13:38:24,6
13:38:25,13:38:25,6
13:38:26,13:38:26,17
13:38:27,13:38:28,17
13:38:29,13:38:29,17
13:38:30,13:38:30,6
13:38:31,13:38:31,6
13:38:32,13:38:32,17
13:38:33,13:38:35,17
13:38:36,13:38:37,17
13:38:38,13:38:38,17
13:38:39,13:38:39,17
13:38:40,13:38:41,17
13:38:42,13:38:42,17
13:38:43,13:38:43,17
13:38:44,13:38:44,6
13:38:45,13:38:45,6
13:38:46,13:38:50,6
13:38:51,13:38:51,6
13:38:52,13:38:52,6
13:38:53,13:38:53,6
13:38:54,13:38:54,15
13:38:55,13:38:55,17
13:38:56,13:38:56,17
13:38:57,13:38:57,6
13:38:58,13:38:58,3
13:38:59,13:38:59,3
13:39:00,13:39:00,3
13:39:01,13:39:02,6
13:39:03,13:39:03,3
13:39:04,13:39:04,6
13:39:05,13:39:05,6
13:39:06,13:39:08,6
13:39:09,13:39:12,6
13:39:13,13:39:15,6
13:39:16,13:39:17,6
13:39:18,13:39:19,6
13:39:20,13:39:21,6
13:39:22,13:39:23,6
13:39:24,13:39:25,6
13:39:26,13:39:28,6
13:39:29,13:39:29,6
13:39:30,13:39:33,6
13:39:34,13:39:34,6
13:39:35,13:39:35,6
13:39:36,13:39:36,6
13:39:37,13:39:37,15
13:39:38,13:39:38,15
13:39:39,13:39:39,15
13:39:40,13:39:40,15
13:39:41,13:39:41,15
13:39:42,13:39:43,15
13:39:44,13:39:45,15
13:39:46,13:39:56,6
13:39:57,13:39:58,15
13:39:59,13:39:59,15
13:40:00,13:40:00,15
13:40:01,13:40:03,15
13:40:04,13:40:04,15
13:40:05,13:40:05,6
13:40:06,13:40:06,6
13:40:07,13:40:08,6
13:40:09,13:40:14,6
13:40:15,13:40:15,15
13:40:16,13:40:16,15
13:40:17,13:40:19,15
13:40:20,13:40:21,15
13:40:22,13:40:22,15
13:40:23,13:40:23,15
13:40:24,13:40:24,15
13:40:25,13:40:26,15
13:40:27,13:40:27,15
13:40:28,13:40:28,15
13:40:29,13:40:32,15
13:40:33,13:40:33,6
13:40:34,13:40:34,6
13:40:35,13:40:44,6
13:40:45,13:40:51,15
13:40:52,13:40:52,15
13:40:53,13:41:03,15
13:41:04,13:41:04,15
13:41:05,13:41:16,15
13:41:17,13:41:18,15
13:41:19,13:41:30,15
13:41:31,13:41:32,15
13:41:33,13:41:38,15
13:41:39,13:41:39,15
13:41:40,13:41:40,15
13:41:41,13:41:41,15
13:41:42,13:41:51,15
13:41:52,13:41:54,15
13:41:55,13:42:06,15
13:42:07,13:42:09,15
13:42:10,13:42:15,15
13:42:16,13:42:17,15
13:42:18,13:42:30,15
13:42:31,13:42:32,15
13:42:33,13:42:46,15
13:42:47,13:42:47,15
13:42:48,13:42:49,17
13:42:50,13:42:56,15
13:42:57,13:43:00,15
13:43:01,13:43:04,15
13:43:05,13:43:07,6
13:43:08,13:43:15,6
13:43:16,13:43:23,15
13:43:24,13:43:24,15
13:43:25,13:43:32,15
13:43:33,13:43:34,15
13:43:35,13:43:35,15
13:43:36,13:43:36,15
13:43:37,13:44:01,15
13:44:02,13:44:03,15
13:44:04,13:44:34,15
13:44:35,13:44:38,15
13:44:39,13:44:54,15
13:44:55,13:44:56,15
13:44:57,13:44:59,15
13:45:00,13:45:01,15
13:45:02,13:45:14,15
13:45:15,13:45:18,15
13:45:19,13:45:19,15
13:45:20,13:45:22,15
13:45:23,13:45:28,15
13:45:29,13:45:30,15
13:45:31,13:47:13,15
13:47:14,13:47:18,15
13:47:19,13:47:20,15
13:47:21,13:47:22,15
13:47:23,13:47:33,6
13:47:34,13:47:47,15
13:47:48,13:47:50,15
13:47:51,13:48:12,15
13:48:13,13:48:14,15
13:48:15,13:48:26,15
13:48:27,13:48:29,15
13:48:30,13:48:38,15
13:48:39,13:48:40,15
13:48:41,13:48:41,15
13:48:42,13:48:43,15
13:48:44,13:48:44,15
13:48:45,13:48:46,15
13:48:47,13:48:49,15
13:48:50,13:48:52,15
13:48:53,13:49:20,15
13:49:21,13:49:24,15
13:49:25,13:49:26,15
13:49:27,13:49:27,15
13:49:28,13:49:28,15
13:49:29,13:49:30,15
13:49:31,13:49:31,15
13:49:32,13:49:37,15
13:49:38,13:49:39,15
13:49:40,13:49:41,15
13:49:42,13:49:42,15
13:49:43,13:49:47,15
13:49:48,13:49:50,15
13:49:51,13:49:53,6
13:49:54,13:49:55,6
13:49:56,13:49:59,6
13:50:00,13:50:00,6
13:50:01,13:50:01,6
13:50:02,13:50:02,15
13:50:03,13:50:08,15
13:50:09,13:50:10,15
13:50:11,13:50:16,15
13:50:17,13:50:33,6
13:50:34,13:50:37,15
13:50:38,13:50:39,15
13:50:40,13:50:50,15
13:50:51,13:51:00,6
13:51:01,13:51:01,15
13:51:02,13:51:02,6
13:51:03,13:51:03,6
13:51:04,13:51:05,6
13:51:06,13:51:08,6
13:51:09,13:51:09,6
13:51:10,13:51:20,6
13:51:21,13:51:21,6
13:51:22,13:51:22,6
13:51:23,13:51:23,6
13:51:24,13:51:24,1
13:51:25,13:51:25,1
13:51:26,13:51:26,3
13:51:27,13:51:27,13
13:51:28,13:51:29,3
13:51:30,13:51:30,6
13:51:31,13:51:33,6
13:51:34,13:51:34,6
13:51:35,13:51:35,6
13:51:36,13:51:36,6
13:51:37,13:51:37,6
13:51:38,13:51:38,10
13:51:39,13:51:39,3
13:51:40,13:51:40,10
13:51:41,13:51:41,15
13:51:42,13:51:42,15
13:51:43,13:51:43,15
13:51:44,13:51:44,15
13:51:45,13:51:45,15
13:51:46,13:51:46,15
13:51:47,13:51:47,15
13:51:48,13:51:48,15
13:51:49,13:51:50,22
13:51:51,13:51:55,15
13:51:56,13:51:56,15
13:51:57,13:51:58,15
13:51:59,13:52:04,15
13:52:05,13:52:06,15
13:52:07,13:52:08,15
13:52:09,13:52:11,15
