TIME_BEGIN,TIME_END,PREDICCION
12:02:39,12:02:41,Act24
12:02:42,12:02:43,Act24
12:02:44,12:02:44,Act05
12:02:45,12:02:46,Act24
12:02:47,12:02:47,Act24
12:02:48,12:02:50,Act24
12:02:51,12:02:54,Act24
12:02:55,12:02:57,Act05
12:02:58,12:03:03,Act24
12:03:04,12:03:05,Act24
12:03:06,12:03:07,Act24
12:03:08,12:03:10,Act24
12:03:11,12:03:13,Act24
12:03:14,12:03:25,Act05
12:03:26,12:03:27,Act05
12:03:28,12:03:34,Act05
12:03:35,12:03:38,Act05
12:03:39,12:03:41,Act05
12:03:42,12:03:43,Act05
12:03:44,12:03:53,Act05
12:03:54,12:03:55,Act05
12:03:56,12:03:59,Act05
12:04:00,12:04:00,Act05
12:04:01,12:04:01,Act05
12:04:02,12:04:02,Act05
12:04:03,12:04:04,Act05
12:04:05,12:04:31,Act05
12:04:32,12:04:33,Act05
12:04:34,12:04:58,Act05
12:04:59,12:05:00,Act05
12:05:01,12:05:14,Act05
12:05:15,12:05:16,Act05
12:05:17,12:05:18,Act05
12:05:19,12:05:20,Act05
12:05:21,12:05:24,Act05
12:05:25,12:05:25,Act05
12:05:26,12:05:36,Act24
12:05:37,12:05:58,Act05
12:05:59,12:06:00,Act05
12:06:01,12:06:08,Act05
12:06:09,12:06:10,Act05
12:06:11,12:06:26,Act05
12:06:27,12:06:27,Act24
12:06:28,12:06:28,Act05
12:06:29,12:06:30,Act24
12:06:31,12:06:31,Act24
12:06:32,12:06:35,Act24
12:06:36,12:06:50,Act24
12:06:51,12:06:51,Act05
12:06:52,12:06:52,Act05
12:06:53,12:06:53,Act24
12:06:54,12:06:54,Act05
12:06:55,12:06:56,Act05
12:06:57,12:06:58,Act24
12:06:59,12:07:00,Act24
12:07:01,12:07:01,Act24
12:07:02,12:07:02,Act05
12:07:03,12:07:03,Act05
12:07:04,12:07:04,Act05
12:07:05,12:07:06,Act05
12:07:07,12:07:07,Act17
12:07:08,12:07:08,Act17
12:07:09,12:07:09,Act17
12:07:10,12:07:10,Act17
12:07:11,12:07:11,Act17
12:07:12,12:07:12,Act17
12:07:13,12:07:13,Act17
12:07:14,12:07:15,Act17
12:07:16,12:07:16,Act17
12:07:17,12:07:17,Act17
12:07:18,12:07:18,Act17
12:07:19,12:07:19,Act24
12:07:20,12:07:20,Act17
12:07:21,12:07:21,Act17
12:07:22,12:07:22,Act17
12:07:23,12:07:23,Act17
12:07:24,12:07:24,Act05
12:07:25,12:07:25,Act24
12:07:26,12:07:28,Act17
12:07:29,12:07:34,Act24
12:07:35,12:07:36,Act17
12:07:37,12:07:44,Act24
12:07:45,12:07:45,Act17
12:07:46,12:07:46,Act17
12:07:47,12:07:48,Act17
12:07:49,12:07:49,Act17
12:07:50,12:07:50,Act17
12:07:51,12:07:55,Act17
12:07:56,12:07:58,Act17
12:07:59,12:08:01,Act17
12:08:02,12:08:02,Act17
12:08:03,12:08:03,Act17
12:08:04,12:08:05,Act17
12:08:06,12:08:08,Act22
12:08:09,12:08:10,Act17
12:08:11,12:08:13,Act22
12:08:14,12:08:14,Act17
12:08:15,12:08:15,Act17
12:08:16,12:08:16,Act17
12:08:17,12:08:17,Act17
12:08:18,12:08:18,Act17
12:08:19,12:08:20,Act17
12:08:21,12:08:21,Act17
12:08:22,12:08:22,Act17
12:08:23,12:08:23,Act17
12:08:24,12:08:24,Act17
12:08:25,12:08:26,Act17
12:08:27,12:08:31,Act17
12:08:32,12:08:33,Act17
12:08:34,12:08:34,Act17
12:08:35,12:08:35,Act17
12:08:36,12:08:37,Act17
12:08:38,12:08:39,Act17
12:08:40,12:08:41,Act17
12:08:42,12:08:42,Act24
12:08:43,12:08:43,Act17
12:08:44,12:08:44,Act17
12:08:45,12:08:45,Act17
12:08:46,12:08:46,Act17
12:08:47,12:08:50,Act24
12:08:51,12:09:07,Act22
12:09:08,12:09:08,Act17
12:09:09,12:09:09,Act17
12:09:10,12:09:10,Act17
12:09:11,12:09:11,Act17
12:09:12,12:09:12,Act17
12:09:13,12:09:13,Act17
12:09:14,12:09:15,Act17
12:09:16,12:09:16,Act17
12:09:17,12:09:17,Act17
12:09:18,12:09:19,Act17
12:09:20,12:09:20,Act17
12:09:21,12:09:21,Act17
12:09:22,12:09:22,Act17
12:09:23,12:09:23,Act17
12:09:24,12:09:24,Act21
12:09:25,12:09:25,Act20
12:09:26,12:09:26,Act17
12:09:27,12:09:27,Act05
12:09:28,12:09:28,Act21
12:09:29,12:09:29,Act24
12:09:30,12:09:30,Act24
12:09:31,12:09:31,Act05
12:09:32,12:09:32,Act05
12:09:33,12:09:33,Act24
12:09:34,12:09:34,Act05
12:09:35,12:09:39,Act24
12:09:40,12:09:40,Act21
12:09:41,12:09:42,Act21
12:09:43,12:09:44,Act21
12:09:45,12:09:46,Act21
12:09:47,12:09:47,Act21
12:09:48,12:09:48,Act21
12:09:49,12:09:51,Act21
12:09:52,12:09:53,Act21
12:09:54,12:09:54,Act05
12:09:55,12:09:55,Act21
12:09:56,12:09:56,Act24
12:09:57,12:09:57,Act24
12:09:58,12:09:58,Act24
12:09:59,12:09:59,Act20
12:10:00,12:10:00,Act17
12:10:01,12:10:01,Act24
12:10:02,12:10:10,Act24
12:10:11,12:10:12,Act21
12:10:13,12:10:13,Act24
12:10:14,12:10:15,Act17
12:10:16,12:10:20,Act24
12:10:21,12:10:21,Act21
12:10:22,12:10:27,Act24
12:10:28,12:10:28,Act05
12:10:29,12:10:29,Act24
12:10:30,12:10:30,Act20
12:10:31,12:10:31,Act24
12:10:32,12:10:33,Act24
12:10:34,12:10:34,Act21
12:10:35,12:10:35,Act20
12:10:36,12:10:36,Act24
12:10:37,12:10:38,Act05
12:10:39,12:10:39,Act24
12:10:40,12:10:41,Act17
12:10:42,12:10:43,Act21
12:10:44,12:10:48,Act24
12:10:49,12:10:49,Act17
12:10:50,12:10:50,Act21
12:10:51,12:10:52,Act21
12:10:53,12:10:53,Act24
12:10:54,12:10:54,Act24
12:10:55,12:10:55,Act05
12:10:56,12:10:56,Act24
12:10:57,12:10:57,Act24
12:10:58,12:10:58,Act24
12:10:59,12:10:59,Act05
12:11:00,12:11:01,Act24
12:11:02,12:11:03,Act05
12:11:04,12:11:06,Act24
12:11:07,12:11:10,Act24
12:11:11,12:11:11,Act24
12:11:12,12:11:16,Act24
12:11:17,12:11:18,Act24
12:11:19,12:11:19,Act05
12:11:20,12:11:22,Act24
12:11:23,12:11:25,Act24
12:11:26,12:11:26,Act24
12:11:27,12:11:28,Act24
12:11:29,12:11:30,Act24
12:11:31,12:11:32,Act24
12:11:33,12:11:35,Act24
12:11:36,12:11:36,Act05
12:11:37,12:11:38,Act24
12:11:39,12:11:40,Act24
12:11:41,12:11:42,Act24
12:11:43,12:11:43,Act05
12:11:44,12:11:47,Act24
12:11:48,12:11:49,Act05
12:11:50,12:11:55,Act24
12:11:56,12:11:57,Act05
12:11:58,12:12:00,Act24
12:12:01,12:12:02,Act24
12:12:03,12:12:03,Act05
12:12:04,12:12:07,Act24
12:12:08,12:12:08,Act05
12:12:09,12:12:10,Act24
12:12:11,12:12:11,Act05
12:12:12,12:12:14,Act24
12:12:15,12:12:16,Act24
12:12:17,12:12:17,Act24
12:12:18,12:12:23,Act24
12:12:24,12:12:24,Act05
12:12:25,12:12:25,Act24
12:12:26,12:12:26,Act05
12:12:27,12:12:30,Act24
12:12:31,12:12:31,Act05
12:12:32,12:12:32,Act24
12:12:33,12:12:34,Act05
12:12:35,12:12:48,Act24
12:12:49,12:12:52,Act24
12:12:53,12:12:53,Act24
12:12:54,12:12:58,Act24
12:12:59,12:12:59,Act05
12:13:00,12:13:00,Act24
12:13:01,12:13:05,Act24
12:13:06,12:13:06,Act05
12:13:07,12:13:07,Act05
12:13:08,12:13:10,Act24
12:13:11,12:13:12,Act24
12:13:13,12:13:13,Act05
12:13:14,12:13:17,Act24
12:13:18,12:13:22,Act24
12:13:23,12:13:28,Act24
12:13:29,12:13:29,Act05
12:13:30,12:13:57,Act24
12:13:58,12:13:58,Act05
12:13:59,12:14:00,Act24
12:14:01,12:14:01,Act24
12:14:02,12:14:05,Act05
12:14:06,12:14:09,Act24
12:14:10,12:14:11,Act24
12:14:12,12:14:43,Act24
12:14:44,12:14:44,Act05
12:14:45,12:14:46,Act21
12:14:47,12:14:47,Act24
12:14:48,12:14:56,Act05
12:14:57,12:14:58,Act24
12:14:59,12:15:13,Act05
12:15:14,12:15:15,Act21
12:15:16,12:15:17,Act05
12:15:18,12:15:19,Act24
12:15:20,12:15:20,Act05
12:15:21,12:15:50,Act24
12:15:51,12:15:52,Act24
12:15:53,12:15:56,Act24
12:15:57,12:15:58,Act24
12:15:59,12:16:08,Act24
12:16:09,12:16:10,Act05
12:16:11,12:17:13,Act24
12:17:14,12:17:16,Act24
12:17:17,12:17:45,Act24
12:17:46,12:17:47,Act24
12:17:48,12:17:49,Act24
12:17:50,12:17:51,Act24
12:17:52,12:18:05,Act24
12:18:06,12:18:07,Act02
12:18:08,12:18:35,Act24
12:18:36,12:18:37,Act02
12:18:38,12:18:44,Act24
12:18:45,12:18:48,Act24
12:18:49,12:19:02,Act24
12:19:03,12:19:04,Act24
12:19:05,12:19:07,Act24
12:19:08,12:19:12,Act05
12:19:13,12:19:26,Act24
12:19:27,12:19:28,Act24
12:19:29,12:19:30,Act24
12:19:31,12:19:32,Act24
12:19:33,12:19:33,Act24
12:19:34,12:19:35,Act24
12:19:36,12:19:44,Act24
12:19:45,12:19:46,Act05
12:19:47,12:19:57,Act24
12:19:58,12:19:59,Act05
12:20:00,12:20:02,Act24
12:20:03,12:20:15,Act24
12:20:16,12:20:18,Act24
12:20:19,12:20:24,Act24
12:20:25,12:20:26,Act24
12:20:27,12:20:30,Act24
12:20:31,12:20:33,Act05
12:20:34,12:20:35,Act05
12:20:36,12:20:38,Act05
12:20:39,12:20:40,Act21
12:20:41,12:20:41,Act20
12:20:42,12:20:42,Act21
12:20:43,12:20:43,Act21
12:20:44,12:20:44,Act21
12:20:45,12:20:45,Act21
12:20:46,12:20:46,Act17
12:20:47,12:20:47,Act18
12:20:48,12:20:48,Act20
12:20:49,12:20:49,Act20
12:20:50,12:20:50,Act22
12:20:51,12:20:52,Act22
12:20:53,12:20:53,Act22
12:20:54,12:20:55,Act22
12:20:56,12:20:57,Act22
12:20:58,12:20:58,Act22
12:20:59,12:20:59,Act22
12:21:00,12:21:00,Act05
12:21:01,12:21:01,Act22
12:21:02,12:21:02,Act22
12:21:03,12:21:05,Act22
12:21:06,12:21:06,Act05
12:21:07,12:21:07,Act22
12:21:08,12:21:09,Act05
12:21:10,12:21:10,Act05
12:21:11,12:21:12,Act22
12:21:13,12:21:14,Act22
12:21:15,12:21:15,Act22
12:21:16,12:21:17,Act22
12:21:18,12:21:18,Act22
12:21:19,12:21:19,Act22
12:21:20,12:21:20,Act22
12:21:21,12:21:21,Act05
12:21:22,12:21:22,Act22
12:21:23,12:21:23,Act05
12:21:24,12:21:26,Act22
12:21:27,12:21:27,Act22
12:21:28,12:21:28,Act22
12:21:29,12:21:29,Act22
12:21:30,12:21:31,Act22
12:21:32,12:21:33,Act22
12:21:34,12:21:34,Act22
12:21:35,12:21:35,Act22
12:21:36,12:21:36,Act22
12:21:37,12:21:40,Act22
12:21:41,12:21:42,Act22
12:21:43,12:21:44,Act22
12:21:45,12:21:45,Act22
12:21:46,12:21:47,Act22
12:21:48,12:21:50,Act22
12:21:51,12:21:51,Act22
12:21:52,12:21:52,Act22
12:21:53,12:21:53,Act22
12:21:54,12:21:54,Act22
12:21:55,12:21:55,Act22
12:21:56,12:21:56,Act22
12:21:57,12:21:57,Act22
12:21:58,12:21:59,Act22
12:22:00,12:22:01,Act22
12:22:02,12:22:02,Act22
12:22:03,12:22:03,Act22
12:22:04,12:22:04,Act22
12:22:05,12:22:05,Act22
12:22:06,12:22:06,Act22
12:22:07,12:22:07,Act22
12:22:08,12:22:08,Act22
12:22:09,12:22:09,Act02
12:22:10,12:22:10,Act02
12:22:11,12:22:11,Act22
12:22:12,12:22:12,Act22
12:22:13,12:22:13,Act22
12:22:14,12:22:14,Act02
12:22:15,12:22:15,Act02
12:22:16,12:22:16,Act02
12:22:17,12:22:17,Act05
12:22:18,12:22:19,Act05
12:22:20,12:22:21,Act05
12:22:22,12:22:22,Act05
12:22:23,12:22:23,Act22
12:22:24,12:22:24,Act22
12:22:25,12:22:25,Act05
12:22:26,12:22:26,Act02
12:22:27,12:22:27,Act05
12:22:28,12:22:29,Act05
12:22:30,12:22:30,Act02
12:22:31,12:22:31,Act05
12:22:32,12:22:35,Act02
12:22:36,12:22:36,Act22
12:22:37,12:22:37,Act22
12:22:38,12:22:38,Act22
12:22:39,12:22:39,Act22
12:22:40,12:22:40,Act22
12:22:41,12:22:41,Act22
12:22:42,12:22:42,Act22
12:22:43,12:22:43,Act22
12:22:44,12:22:44,Act22
12:22:45,12:22:45,Act22
12:22:46,12:22:47,Act22
12:22:48,12:22:49,Act22
12:22:50,12:22:52,Act22
12:22:53,12:22:54,Act22
12:22:55,12:22:55,Act22
12:22:56,12:22:56,Act22
12:22:57,12:22:57,Act22
12:22:58,12:22:58,Act22
12:22:59,12:22:59,Act24
12:23:00,12:23:00,Act13
12:23:01,12:23:01,Act16
12:23:02,12:23:02,Act02
12:23:03,12:23:03,Act13
12:23:04,12:23:04,Act13
12:23:05,12:23:05,Act13
12:23:06,12:23:06,Act13
12:23:07,12:23:07,Act13
12:23:08,12:23:08,Act13
12:23:09,12:23:09,Act13
12:23:10,12:23:10,Act24
12:23:11,12:23:11,Act13
12:23:12,12:23:12,Act13
12:23:13,12:23:13,Act13
12:23:14,12:23:16,Act13
12:23:17,12:23:17,Act13
12:23:18,12:23:18,Act13
12:23:19,12:23:19,Act13
12:23:20,12:23:20,Act24
12:23:21,12:23:21,Act13
12:23:22,12:23:22,Act13
12:23:23,12:23:23,Act13
12:23:24,12:23:24,Act13
12:23:25,12:23:25,Act24
12:23:26,12:23:26,Act13
12:23:27,12:23:27,Act13
12:23:28,12:23:31,Act13
12:23:32,12:23:33,Act24
12:23:34,12:23:35,Act13
12:23:36,12:23:42,Act13
12:23:43,12:23:43,Act13
